,contact_cost,joint_limits_cost,object_cost,pose_cost,power_cost,reach_cost,reg_cost,self_collision_cost
242,0.0,0.0,0.0,57.582979144256555,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,57.11372151658783,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,56.63873460886556,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,56.159186187698495,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,55.67911403212923,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,55.20085743023388,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,54.72380466392646,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,54.24989443907856,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,53.776507609602824,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,53.30612428053989,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,52.834731661396894,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,52.36561683327515,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,51.90390560828981,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,51.449545122820034,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,51.002377795563966,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,50.553750045930556,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,50.105085309208285,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,49.66399442778702,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,49.21930332134617,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,48.78375746781358,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,48.3519951156907,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,47.92545517535465,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,47.49815985473751,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,47.070433882790724,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,46.643084361221646,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,46.217265877244515,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,45.797473464214164,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,45.38704135195341,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,44.983918691102524,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,44.593636477272575,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,44.2127195342755,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,43.83672588026738,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,43.462064808978965,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,43.084484325907574,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,42.70683990921016,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,42.330525407336026,0.0,0.0,0.0,0.0
